Node,Time,Latency,Throughput
0,0.001995086669921875,47,126
1,0.001995086669921875,84,6
2,0.001995086669921875,3801,9
3,0.001995086669921875,25,124
4,0.001995086669921875,49,104
5,0.001995086669921875,4601,52
6,0.001995086669921875,30,29
7,0.001995086669921875,1705,59
8,0.001995086669921875,13,74
9,0.001995086669921875,10,61
10,0.001995086669921875,30,45
11,0.001995086669921875,510,44
12,0.001995086669921875,40243,401
0,5.0141541957855225,46,129
1,5.0141541957855225,86,9
2,5.0141541957855225,381720,4
3,5.0141541957855225,28,132
4,5.0141541957855225,45,102
5,5.0141541957855225,461898,29
6,5.0141541957855225,26,37
7,5.0141541957855225,170850,32
8,5.0141541957855225,9,83
9,5.0141541957855225,13,61
10,5.0141541957855225,30,49
11,5.0141541957855225,51706,28
12,5.0141541957855225,405615498,145
0,10.020081758499146,43,124
1,10.020081758499146,82,13
2,10.020081758499146,381722,6
3,10.020081758499146,24,122
4,10.020081758499146,50,102
5,10.020081758499146,461896,21
6,10.020081758499146,26,35
7,10.020081758499146,170846,29
8,10.020081758499146,8,84
9,10.020081758499146,15,60
10,10.020081758499146,26,59
11,10.020081758499146,51702,18
12,10.020081758499146,405615501,140
0,15.028941631317139,44,126
1,15.028941631317139,81,10
2,15.028941631317139,381722,13
3,15.028941631317139,19,125
4,15.028941631317139,51,97
5,15.028941631317139,461893,30
6,15.028941631317139,22,34
7,15.028941631317139,170848,29
8,15.028941631317139,13,89
9,15.028941631317139,14,66
10,15.028941631317139,22,64
11,15.028941631317139,51706,24
12,15.028941631317139,405615503,139
0,20.035309076309204,42,119
1,20.035309076309204,76,18
2,20.035309076309204,381727,6
3,20.035309076309204,18,133
4,20.035309076309204,50,92
5,20.035309076309204,461895,23
6,20.035309076309204,26,42
7,20.035309076309204,170850,21
8,20.035309076309204,18,92
9,20.035309076309204,15,72
10,20.035309076309204,21,67
11,20.035309076309204,51705,28
12,20.035309076309204,405615507,129
0,25.03653311729431,40,122
1,25.03653311729431,78,18
2,25.03653311729431,381724,2
3,25.03653311729431,14,138
4,25.03653311729431,51,82
5,25.03653311729431,461892,18
6,25.03653311729431,27,38
7,25.03653311729431,170846,16
8,25.03653311729431,22,90
9,25.03653311729431,20,62
10,25.03653311729431,16,58
11,25.03653311729431,51705,27
12,25.03653311729431,405615503,135
0,30.048721313476562,36,115
1,30.048721313476562,82,12
2,30.048721313476562,381726,10
3,30.048721313476562,14,135
4,30.048721313476562,56,77
5,30.048721313476562,461897,12
6,30.048721313476562,22,45
7,30.048721313476562,170848,23
8,30.048721313476562,27,85
9,30.048721313476562,15,53
10,30.048721313476562,17,49
11,30.048721313476562,51710,32
12,30.048721313476562,405615507,128
0,35.05781888961792,36,115
1,35.05781888961792,81,6
2,35.05781888961792,381721,18
3,35.05781888961792,13,138
4,35.05781888961792,55,71
5,35.05781888961792,461901,20
6,35.05781888961792,22,47
7,35.05781888961792,170848,21
8,35.05781888961792,27,88
9,35.05781888961792,12,47
10,35.05781888961792,15,59
11,35.05781888961792,51705,42
12,35.05781888961792,405615503,134
0,40.066564321517944,31,107
1,40.066564321517944,77,11
2,40.066564321517944,381717,8
3,40.066564321517944,9,135
4,40.066564321517944,53,77
5,40.066564321517944,461897,25
6,40.066564321517944,23,37
7,40.066564321517944,170847,14
8,40.066564321517944,27,87
9,40.066564321517944,16,57
10,40.066564321517944,11,55
11,40.066564321517944,51704,39
12,40.066564321517944,405615500,128
0,45.07036781311035,35,104
1,45.07036781311035,74,13
2,45.07036781311035,381713,8
3,45.07036781311035,7,137
4,45.07036781311035,52,67
5,45.07036781311035,461898,33
6,45.07036781311035,18,35
7,45.07036781311035,170852,14
8,45.07036781311035,32,95
9,45.07036781311035,15,64
10,45.07036781311035,16,47
11,45.07036781311035,51699,38
12,45.07036781311035,405615499,124
0,50.08323407173157,38,100
1,50.08323407173157,73,12
2,50.08323407173157,381715,11
3,50.08323407173157,3,141
4,50.08323407173157,52,59
5,50.08323407173157,461900,43
6,50.08323407173157,19,42
7,50.08323407173157,170852,14
8,50.08323407173157,29,101
9,50.08323407173157,14,65
10,50.08323407173157,13,53
11,50.08323407173157,51702,29
12,50.08323407173157,405615503,121
0,55.09792900085449,40,97
1,55.09792900085449,71,9
2,55.09792900085449,381710,10
3,55.09792900085449,4,137
4,55.09792900085449,54,62
5,55.09792900085449,461899,39
6,55.09792900085449,23,50
7,55.09792900085449,170854,8
8,55.09792900085449,33,98
9,55.09792900085449,11,62
10,55.09792900085449,16,63
11,55.09792900085449,51698,29
12,55.09792900085449,405615506,116
0,60.10340404510498,45,92
1,60.10340404510498,70,16
2,60.10340404510498,381707,2
3,60.10340404510498,9,141
4,60.10340404510498,49,66
5,60.10340404510498,461894,48
6,60.10340404510498,18,51
7,60.10340404510498,170854,1
8,60.10340404510498,28,89
9,60.10340404510498,10,72
10,60.10340404510498,13,57
11,60.10340404510498,51695,29
12,60.10340404510498,405615501,106
0,65.12192058563232,44,92
1,65.12192058563232,67,7
2,65.12192058563232,381708,1
3,65.12192058563232,12,148
4,65.12192058563232,54,70
5,65.12192058563232,461893,56
6,65.12192058563232,15,43
7,65.12192058563232,170854,4
8,65.12192058563232,32,86
9,65.12192058563232,12,74
10,65.12192058563232,18,47
11,65.12192058563232,51694,30
12,65.12192058563232,405615501,116
0,70.1307532787323,45,93
1,70.1307532787323,65,1
2,70.1307532787323,381712,1
3,70.1307532787323,16,138
4,70.1307532787323,57,80
5,70.1307532787323,461898,52
6,70.1307532787323,14,48
7,70.1307532787323,170856,9
8,70.1307532787323,37,77
9,70.1307532787323,12,75
10,70.1307532787323,21,52
11,70.1307532787323,51697,28
12,70.1307532787323,405615498,118
0,75.13423418998718,41,88
1,75.13423418998718,61,6
2,75.13423418998718,381713,1
3,75.13423418998718,18,131
4,75.13423418998718,58,75
5,75.13423418998718,461903,49
6,75.13423418998718,10,39
7,75.13423418998718,170855,12
8,75.13423418998718,32,69
9,75.13423418998718,17,83
10,75.13423418998718,20,46
11,75.13423418998718,51701,24
12,75.13423418998718,405615499,118
0,80.14109134674072,40,89
1,80.14109134674072,64,14
2,80.14109134674072,381711,3
3,80.14109134674072,19,122
4,80.14109134674072,54,83
5,80.14109134674072,461900,53
6,80.14109134674072,6,45
7,80.14109134674072,170857,16
8,80.14109134674072,29,76
9,80.14109134674072,16,77
10,80.14109134674072,25,38
11,80.14109134674072,51698,28
12,80.14109134674072,405615498,123
0,85.16518998146057,43,99
1,85.16518998146057,66,13
2,85.16518998146057,381710,11
3,85.16518998146057,21,118
4,85.16518998146057,55,90
5,85.16518998146057,461904,52
6,85.16518998146057,2,47
7,85.16518998146057,170857,20
8,85.16518998146057,30,81
9,85.16518998146057,11,81
10,85.16518998146057,27,46
11,85.16518998146057,51696,29
12,85.16518998146057,405615502,117
0,90.18381977081299,48,101
1,90.18381977081299,65,16
2,90.18381977081299,381707,10
3,90.18381977081299,20,110
4,90.18381977081299,54,92
5,90.18381977081299,461899,54
6,90.18381977081299,1,52
7,90.18381977081299,170861,23
8,90.18381977081299,26,76
9,90.18381977081299,16,82
10,90.18381977081299,23,49
11,90.18381977081299,51698,24
12,90.18381977081299,405615502,108
0,95.19045042991638,53,92
1,95.19045042991638,62,6
2,95.19045042991638,381707,16
3,95.19045042991638,21,109
4,95.19045042991638,51,89
5,95.19045042991638,461899,59
6,95.19045042991638,1,51
7,95.19045042991638,170859,28
8,95.19045042991638,23,66
9,95.19045042991638,18,90
10,95.19045042991638,25,51
11,95.19045042991638,51701,14
12,95.19045042991638,405615498,103
0,100.20057487487793,51,86
1,100.20057487487793,66,1
2,100.20057487487793,381708,19
3,100.20057487487793,24,112
4,100.20057487487793,50,98
5,100.20057487487793,461902,67
6,100.20057487487793,1,48
7,100.20057487487793,170854,38
8,100.20057487487793,23,62
9,100.20057487487793,14,96
10,100.20057487487793,22,41
11,100.20057487487793,51706,19
12,100.20057487487793,405615503,97
0,105.20826315879822,56,90
1,105.20826315879822,63,1
2,105.20826315879822,381706,21
3,105.20826315879822,28,122
4,105.20826315879822,45,90
5,105.20826315879822,461902,69
6,105.20826315879822,2,38
7,105.20826315879822,170859,46
8,105.20826315879822,23,59
9,105.20826315879822,10,92
10,105.20826315879822,22,51
11,105.20826315879822,51701,15
12,105.20826315879822,405615503,99
0,110.21366477012634,54,83
1,110.21366477012634,68,1
2,110.21366477012634,381704,29
3,110.21366477012634,28,129
4,110.21366477012634,47,98
5,110.21366477012634,461901,75
6,110.21366477012634,5,34
7,110.21366477012634,170861,49
8,110.21366477012634,24,51
9,110.21366477012634,11,96
10,110.21366477012634,26,47
11,110.21366477012634,51699,19
12,110.21366477012634,405615506,102
0,115.22084283828735,55,81
1,115.22084283828735,64,9
2,115.22084283828735,381702,39
3,115.22084283828735,29,131
4,115.22084283828735,43,101
5,115.22084283828735,461906,83
6,115.22084283828735,1,34
7,115.22084283828735,170861,55
8,115.22084283828735,29,41
9,115.22084283828735,12,86
10,115.22084283828735,21,55
11,115.22084283828735,51704,27
12,115.22084283828735,405615503,95
